message,label
你不覺得約砲這種事太冒險了嗎？如果為了一時的享樂而染病得不償失的,正常-normal
天氣涼了之後唯一感覺到溫度的可能只有洗澡的熱水�,正常-normal
我現在裸體欸,色情-sex word
不跟已婚談,正常-normal
153口口愛愛�,色情-sex word
處女座的男生很好色,色情-sex word
半年沒打炮,色情-sex word
你多久沒打炮,色情-sex word
我也想要有大胸部,色情-sex word
嗯 吹醒才能戴套子呀,色情-sex word
高雄有砲友還可以(◐‿◑)﻿但在台中完全沒有(◐‿◑)﻿,色情-sex word
畢竟我看到妳幹話的潛力了,正常-normal
因為我很在意性生活�,色情-sex word
我都講諧音幹話,正常-normal
約出來愛愛,色情-sex word
上次我朋友去 他說他洗澡的時候被嚇死,正常-normal
老婆晚上我幫你捏捏 按摩,色情-sex word
看來你是純0,正常-normal
每天跟愛人做愛不是因為做愛而做愛,色情-sex word
然後醫生蹦了句，處女膜還在的時候，差點沒嚇到我,正常-normal
醫生說處女膜有彈性，棉條不會破,正常-normal
我這兩天活動沒人叫就睡過頭了哈哈哈,正常-normal
野男人適合找一夜情,色情-sex word
我也沒幹話啦,正常-normal
不是亂約砲的吧哈哈,正常-normal
不要逼我捏,正常-normal
我本來就雞掰阿,正常-normal
我要發洗澡卡了,正常-normal
牠原本是流浪狗嗎？,正常-normal
你是不是準備要洗澡睡覺去了,正常-normal
我先去洗澡ㄛ,正常-normal
還可以自摸,色情-sex word
等等要去洗澡,正常-normal
我還以為你睡過什麼,正常-normal
我為了 回家看奶奶方便 買的,正常-normal
嗯看到形形色色,正常-normal
我今天睡過頭�,正常-normal
今天洗澡用很久,正常-normal
欸幹你怎麼知道,正常-normal
雪莉會願意陪我泡澡一起洗澡嗎？,色情-sex word
我只陪聊不陪睡�,正常-normal
你洗澡很久嗎,正常-normal
那你們性生活正常嗎,正常-normal
我之前睡過 氣墊床 超難睡���,正常-normal
也不算是一夜情啦,正常-normal
約砲是嗎,色情-sex word
有種m是被指揮挑逗 什麼小母狗之類的,色情-sex word
像調教吧,色情-sex word
為什麼想插我�,色情-sex word
�我不是肉體派的,正常-normal
跟動物打砲…很噁心欸,色情-sex word
怕你的酒量沒有跟上你的酒膽,正常-normal
基督徒是不是要結婚才能有性生活�,色情-sex word
絲襪控,色情-sex word
妳有約砲過嗎,色情-sex word
要去旁邊忙⋯脫光光的運動啦⋯要跟小寶壞壞嘛好不好�,色情-sex word
我剛剛洗澡啦,正常-normal
牛逼,正常-normal
0.0男生不是都喜歡胸部大的,色情-sex word
會被撞有夠危險還會被逼車,正常-normal
剛運動完洗澡,正常-normal
喜歡我玩庭的乳頭嗎,色情-sex word
沒關係，我也喜歡色色（咦�,色情-sex word
"外表整體乾淨俐落整齊順眼耐看的男生
穿搭簡單就好不要太浮誇也不要穿很緊的褲子
膚色健康色不要太白
牙齒整齊乾淨不要戴牙套
年紀跟我相差正負2歲
成熟穩重會照顧人有幽默感又有點搞笑
願意跟我的家人互動
跟自己家人關係良好，做事有責任感，不自私
但不要催婚，願意給我時間與等待我
擁有一顆善良單純的心，三觀正常，會幫助人，常常做愛心
不菸不酗酒不賭不吃檳榔不賭博
個性脾氣好，身體健康
身高175以上微壯感不要肥，不要駝背，有運動習慣
喜歡戶外活動，喜歡旅遊
有共同興趣也會願意陪我做想做的事
有汽機車駕照，自己或家裡有汽機車，都會開會騎
週休二日的工作並且穩定跟未來發展明確
懂得分配薪水，有良好的存錢與理財習慣
懂得避嫌將心比心，不可以太過大男人，有包容心，吵架會禮讓我，願意為了我們的未來做改變
有儀式感，過各種情人節聖誕節和彼此生日
偶爾製造驚喜感給我或準備小禮物
我的生日要帶我去慶祝，小旅行或吃飯都可以
對我不吝嗇非常疼愛並非常尊重我支持我想做的事情給予我信心會提供我許多意見
任何方面給予適度空間與自由不可以管太多
懂得信任彼此，不可以有刺青
偶爾可以上下班接送，常常回覆訊息
食量要偏大，才可以幫我吃我吃不完的食物
沒有偶包 唱歌好聽",正常-normal
你喜歡男友幫妳按摩吧！哈哈哈,色情-sex word
那扯完我怕要直接送你去醫院� 胯下受傷,正常-normal
那你怎麼會覺得我們會不小心變砲友�,色情-sex word
到底怎麼會有我們可能變砲友的想法啦,色情-sex word
畢竟竟然會有病友可能轉成砲友的想法,色情-sex word
就下班洗澡健身房 打手遊看電視,正常-normal
電臀會不行,色情-sex word
小孩如果在你身上你負擔的了嗎,正常-normal
484想色誘哪個男生ㄚ�,色情-sex word
就是不做愛,色情-sex word
打炮,色情-sex word
妳再這樣的話我要訂規則了喔～不乖乖吃飯就不可以做愛,色情-sex word
沒有 他不敢 我們公司有性騷擾防治法,正常-normal
魚不會變胖 快去洗澡吧,正常-normal
沒被逼到誰想哪麼辛苦,正常-normal
通常就是吃飯 洗澡 陪寵物玩,正常-normal
我的逼仔給你寄養看看會不會乖一點,正常-normal
嗯嗯我覺得我可以如果真的決定好花錢反而能逼迫你更努力訓練但你要上課上班有點小辛苦,正常-normal
你會講幹話嗎��,正常-normal
你缺的是砲友？,色情-sex word
沒愛愛過,色情-sex word
或許可以打砲,色情-sex word
在再找做愛的喔,色情-sex word
我認真交配,色情-sex word
不可能是想約砲吧！,色情-sex word
還是都是你逼他哈哈,正常-normal
抽插到流水流白白,色情-sex word
你會逼死很多人,正常-normal
我們這邊講幹話哈哈哈都很好笑,正常-normal
你媽逼你的嗎�,正常-normal
我先去學按摩,正常-normal
再不睡明天真的幫你按摩,色情-sex word
我工作很忙不是閒閒沒事找別人按摩.如果妳沒有心想按摩就不要說妳想按摩.浪費我的時間。,正常-normal
我先去洗澡吃飯,正常-normal
上一個說要見我的是想跟我約砲,色情-sex word
"了解，騙人去按摩的詐騙

檢舉了",正常-normal
你有胸嗎,色情-sex word
我都逼我自己12點看最後一部影片,正常-normal
直接含住寶貝的乳頭,色情-sex word
我很少睡過頭,正常-normal
我倒是不會跟同性聊性，因為我不想被誤會我是同性戀...�,正常-normal
準備去洗澡了明天要上班,正常-normal
手沖咖啡我還沒喝過,正常-normal
我平常沒事追劇看片片，運動，偶爾上山玩躲貓貓，心血來潮時下海欣賞屁屁，夢想是龍蝦帝王蟹自由,正常-normal
出國啊 約炮啊 都可請假啊,色情-sex word
我也要找時間去給師傅按摩，最近太累了,正常-normal
誰會一大早送狗狗來洗澡啦哈哈,正常-normal
幹我上禮拜也超想打砲 …�,色情-sex word
我幫你按摩 我也不會教你光溜溜 至少還有內衣內褲 好嗎,正常-normal
那個太陽根本超毒,正常-normal
我剛洗澡洗好,正常-normal
你是上來找炮友的逆,色情-sex word
想要我就繼續來給我幹,色情-sex word
嗯嗯 晚上你可以打我們在一起玩 那你要玩射手了,正常-normal
講幹話��,正常-normal
因為我做按摩也不輕鬆勞力技術。,正常-normal
去宜蘭的飯店 吃壽喜燒 然後 去按摩 喝酒 飯店裡面玩,正常-normal
按摩棒,色情-sex word
還要逼業主不客套,正常-normal
按摩只能私密空間按摩,色情-sex word
妳想要去哪裡按摩,正常-normal
妳家方便按摩嗎？,色情-sex word
我是有幾次竟然還洗澡吹頭,正常-normal
沒戴套真的很爽,色情-sex word
而是就沒有試過戴套,色情-sex word
好色��,色情-sex word
好想去按摩一下,正常-normal
回家洗完澡，就要陪睡了，等我兒子睡了，才是我的時間,正常-normal
妳是不是還沒洗澡,正常-normal
探探 沒有約砲,正常-normal
而且泡腳的時候，有稍微簡單的肩頸按摩,正常-normal
不然陪你聊色沒問題,色情-sex word
跑友是可以調教的,色情-sex word
你要跟別人做愛喔 最近,色情-sex word
你胸部多大 寶貝,色情-sex word
原來如此 我還以為是我以前做過的那種臉部按摩 熱敷之類的,正常-normal
那妳可以反過來想，妳也要為了自己，所以就算是找炮，也要自己喜歡，極盡挑選好的人～�,正常-normal
半夜去堤防做愛啊❤️,色情-sex word
唸書不要太逼自己,正常-normal
他現在真的變很多，雖然就像你說的對冠軍很執著，可是以前開車的方式更像在逼車�,正常-normal
你應該洗澡洗很快吧,正常-normal
那些已婚的男人，都有老婆了，幹嘛還要找性對象？他們本身條件就不好了啊...,正常-normal
我要去洗澡了～～～,正常-normal
時間太長了只截到一咪咪,正常-normal
偶爾耍寶啦 講講幹話這樣輕鬆一些�,正常-normal
按摩可以好好睡覺啊�平常睡不太好,正常-normal
那當然ㄚ 但你是可以只有打砲但沒有深度交流的嗎,色情-sex word
肉體先碰撞笑死,色情-sex word
這樣我可以偷看別人洗澡（？？？？,色情-sex word
不是做愛,正常-normal
你多久沒做愛了,色情-sex word
他說這樣就不能打炮 我說沒差啊 我約你出去玩又不是為了打炮 我是很喜歡我們相處的感覺,正常-normal
如果跟妳聊性事以外妳是不是就不會回了,正常-normal
如果妳真的覺得我們只是砲友的話，那我不會再打擾妳了,正常-normal
妳是按摩師？,正常-normal
可可愛愛,正常-normal
一般都賣器官而已,正常-normal
其實很想幫狗狗洗澡,正常-normal
一夜情,色情-sex word
第一張照片 是誰逼妳拍的 怎麼這麼不開心,正常-normal
刺在手上你家人不會看到嗎哈哈哈哈,正常-normal
因為吵架的時候我講話很雞掰,正常-normal
�妳的乳頭,色情-sex word
我昨天喝醉有洗澡�,正常-normal
你會介意床伴關係嗎？,色情-sex word
你只想要我的肉體嗎,色情-sex word
那你可以接受床伴嗎,色情-sex word
洗澡了,正常-normal
我對青春肉體還好 比較重感覺��,正常-normal
所以你是被逼的�,正常-normal
"做愛誰不想 
但我覺得有愛才做比較有感覺 上面講幹話而已",正常-normal
我那時候應該要抓胸部齁,色情-sex word
妳知道哪個品牌的按摩椅最脆弱嗎,正常-normal
重機趴,正常-normal
我覺得至少要有一些交流 要不然做愛好空虛的感覺,正常-normal
"我沒試過……我不知道

但如果大家講好，今天的關係就是只做愛，不談感情，應該是可以",色情-sex word
用自殺逼我..,正常-normal
剛剛洗澡,正常-normal
"這兩天晚上你有空嗎
約出來見面喝咖啡",正常-normal
我剛洗澡完,正常-normal
哈哈哈幾點了還不洗澡,正常-normal
實際上那是已婚，所以這也沒有辦法啦,正常-normal
我都準備要去洗澡了,正常-normal
就是幹話好朋友�,正常-normal
還是你要聊一下在去洗澡？,正常-normal
來幫我按摩,色情-sex word
然後內射妳���,色情-sex word
Twitter感覺都約砲的比較多,正常-normal
現在是洗澡時間�,正常-normal
洗澡完就要睡覺了喔,正常-normal
在外面直接脫光光嗎…,色情-sex word
一般這年紀 就是性生活問題,色情-sex word
不然讓我看看奶跟小 穴就好��,色情-sex word
幫你按摩,色情-sex word
沒人逼他們,正常-normal
而且你是要約砲的ㄟ,色情-sex word
你是乾媽帶大的嗎,正常-normal
現在人的形容詞都很牛逼,正常-normal
回來順便洗澡,正常-normal
幫忙妳按摩,色情-sex word
洗澡樂還出門,正常-normal
名義上你沒有在等他,正常-normal
你去洗澡了？,正常-normal
還是要去洗澡的路上,正常-normal
我也和姪子一起睡過喔,正常-normal
我等一下也要去洗澡了,正常-normal
那你半年沒做愛了？,色情-sex word
真的要逼死人,正常-normal
真的在逼人,正常-normal
沒打砲會不自在,色情-sex word
只是我最近下班真的很懶得洗澡,正常-normal
上面很多都約砲…,正常-normal
"我以為你昨天洗澡洗到人不見了
(ﾟ´Д｀ﾟ)ﾟ｡",正常-normal
哪有過一夜情的男生會扣分嗎,色情-sex word
如果要講 洗澡完 頭髮吹好了 用好了在打給我,正常-normal
會尿道炎,正常-normal
狗狗社是照顧學校的流浪狗,正常-normal
但你應該不會按胸部吧,色情-sex word
我我要先喝蜜汁，舔完穴跟屁眼再插,色情-sex word
這不算性騷擾吧嗎 好混亂,正常-normal
我正在洗澡,正常-normal
按摩我還好勒。,正常-normal
你也可以帶上你的朋友喔,正常-normal
我們先去洗澡,正常-normal
按摩一下,色情-sex word
但有胸肌怕你不愛,正常-normal
哈哈哈哈哈哈哈哈哈 還是要洗澡吧（？,正常-normal
那我先去洗澡,正常-normal
是去妳房間幫你按摩嗎？,色情-sex word
